MECHANICS,COLLECTIBLE,SET,NAME,FACTION,TEXT,ARTIST,RARITY,ATTACK,COST,HEALTH,FLAVOR,TYPE,ID,PLAYERCLASS,ELITE,RACE,INPLAYTEXT,DURABILITY
Battlecry,True,Classic,Alexstrasza,Neutral,<b>Grido di Battaglia:</b> la Salute restante di un eroe diventa pari a 15.,Raymond Swanland,Legendary,8,9,8,Alexstrasza porta vita e speranza a tutti. Tranne che ad Alamorte. E a Malygos. E a Nekros.,Minion,EX1_561,,True,Dragon,,
,True,Classic,Allarm-Bot,,All'inizio del tuo turno scambia questo servitore con un altro a caso nella tua mano.,Sean O’Daniels,Rare,0,3,3,PERICOLO. PERICOLO. PERICOLO.,Minion,EX1_006,,,Mech,,
Deathrattle,True,Classic,Altocrine delle Savane,,<b>Rantolo di Morte:</b> evoca due Iene 2/2.,Milivoj Ceran,Rare,6,6,5,Il leone si è addormentato e la iena lo sbranerà.,Minion,EX1_534,Hunter,,Beast,,
,True,Classic,Anatema della Rovina,Neutral,Infligge $2 danni. Se il bersaglio muore evoca un Demone casuale.,Raymond Swanland,Epic,,5,,Il mio consiglio è di evitare la rovina sempre se possibile.,Spell,EX1_320,Warlock,,,,
,,Classic,Anima della Foresta,,<b>Rantolo di Morte:</b> evoca un Treant 2/2.,,,,,,,Enchantment,EX1_158e,Druid,,,,
,True,Classic,Anima della Foresta,Neutral,Fornisce "<b>Rantolo di Morte:</b> evoca un Treant 2/2" ai tuoi servitori.,Markus Erdt,Common,,4,,"Riforestazione" diventa improvvisamente una parola terrificante.,Spell,EX1_158,Druid,,,,
,True,Classic,Antico del Sapere,,<b>Scegli:</b> pesca 2 carte <b>o</b> rigenera 5 Salute.,Patrik Hjelm,Epic,5,7,5,Coraggio prova a incidere le tue iniziali su di lui!,Minion,NEW1_008,Druid,,,,
,True,Classic,Antico della Guerra,Neutral,<b>Scegli:</b> ottiene +5 Salute e <b>Provocazione</b> <b>o</b> +5 Attacco.,Sean O’Daniels,Epic,5,7,5,I giovani Elfi della Notte amano giocare a "Sradica l'Antico della Guerra". Perde chi viene ridotto in poltiglia.,Minion,EX1_178,Druid,,,,
,,Classic,Apprendista Violaceo,,,,,1,0,1,,Minion,NEW1_026t,,,,,
,True,Classic,Arcanista Etereo,,Ottiene +2/+2 se controlli un <b>Segreto</b> alla fine del tuo turno.,Michael Komarck,Rare,3,4,3,Gli Eterei indossano i vestiti per dare forma alla loro essenza incorporea. E perché sono modaioli.,Minion,EX1_274,Mage,False,,,
,True,Classic,Arcimago Antonidas,Neutral,Quando lanci una Magia mette nella tua mano una carta Palla di Fuoco.,Wayne Reynolds,Legendary,5,7,7,Antonidas era il Gran Magus del Kirin Tor e il mentore di Jaina. Prima era solo il Gran Magus delle Ciambelle alla Crema.,Minion,EX1_559,Mage,True,,,
,True,Classic,Arco del Falco,,Ottiene +1 Integrità quando viene rivelato un tuo <b>Segreto</b>.,Cyril Van Der Haegen,Rare,3,3,,Prima lezione: la parte appuntita dev'essere indirizzata verso l'avversario.,Weapon,EX1_536,Hunter,,,,2
,True,Classic,Arco del Gladiatore,Neutral,Il tuo eroe è <b>Immune</b> quando attacca.,Peter C. Lee,Epic,5,7,,Gli archi lunghi possono colpire da molto lontano il che è utile quando bisogna colpire bersagli particolarmente maleodoranti.,Weapon,DS1_188,Hunter,,,,2
Windfury,True,Classic,Arpia Furia del Vento,Alliance,<b>Furia del Vento</b>,Luke Mancini,Common,4,6,5,La cosa migliore che si può dire sulle Arpie è che sono stonate.,Minion,EX1_033,,,,,
,,Classic,Arrr!,,+1/+1 dal Bucaniere Acquanera.,,,,,,,Enchantment,NEW1_027e,,,,,
,,Classic,Ascia da Battaglia,,,,,2,1,,,Weapon,EX1_398t,Warrior,,,,2
,True,Classic,Ascia dei Forgiatuono,Neutral,<b>Sovraccarico:</b> (1),Nate Bowden,Common,2,2,,Accidenti questa sì che è una bella ascia.,Weapon,EX1_247,Shaman,,,,3
,,Classic,Ascia Pesante,,,,,1,1,,,Weapon,EX1_409t,Warrior,,,,3
,True,Classic,Assalto Mortale,Neutral,Infligge $4 danni. Se il tuo eroe ha Salute pari a 12 o inferiore infligge $6 danni.,Zoltan & Gabor,Rare,,4,,"Nel dubbio usa Assalto Mortale." - Il Codice del Guerriero riga 6,Spell,EX1_408,Warrior,,,,
Poisonous|Stealth,True,Classic,Assassino Paziente,Neutral,<b>Furtività</b>. Distrugge qualsiasi servitore danneggiato da questo servitore.,Ben Olson,Epic,1,2,1,In realtà non è poi così paziente. Solo che ci vuole tempo prima che la vittima si avvicini abbastanza.,Minion,EX1_522,Rogue,,,,
,True,Classic,Avventuriero Risoluto,Alliance,Ottiene +1/+1 quando giochi una carta.,Attila Adorjany,Rare,2,3,2,"Qualcuno ha delle Pelli di Cinghiale che gli avanzano?",Minion,EX1_044,,,,,
,,Classic,Baine,,,,Legendary,4,4,5,,Minion,EX1_110t,,True,,,
,,Classic,Banana,,+1/+1.,,,,,,,Enchantment,EX1_014te,,,,,
,,Classic,Banana,,+1/+1 a un servitore.,,,,1,,,Spell,EX1_014t,,,,,
,,Classic,Bandito dei Defias,Neutral,,,,2,1,1,,Minion,EX1_131t,Rogue,,,,
,True,Classic,Banditore di Meccania,Neutral,Quando lanci una Magia pesca una carta.,Matt Dixon,Rare,4,6,4,Gestiva l'asta del mercato nero di Meccania ma c'era troppa violenza e si è dovuto trasferire.,Minion,EX1_095,,,,,
,True,Classic,Barone Geddon,Neutral,Alla fine del tuo turno infligge 2 danni a TUTTI gli altri personaggi.,Ian Ameling,Legendary,7,7,5,Il Barone Geddon era il primo luogotenente di Ragnaros finché un giorno non l'ha svegliato TROPPO PRESTO.,Minion,EX1_249,,True,,,
Secret,True,Classic,Barriera di Ghiaccio,Neutral,<b>Segreto:</b> quando il tuo eroe viene attaccato ottiene 8 Armatura.,Alex Garner,Common,,3,,Questo è il Grado 1. Il Grado 2 è una barriera di cioccolato al latte.,Spell,EX1_289,Mage,,,,
,,Classic,Ben Nutrita,,Attacco e Salute aumentati.,,,,,,,Enchantment,EX1_531e,Hunter,,,,
,True,Classic,Benedizione: Saggezza,,Seleziona un servitore. Quando attacca pesca una carta.,Chippy,Common,,1,,Insieme alla saggezza fornisce anche la consapevolezza che è meglio attaccare a ogni turno.,Spell,EX1_363,Paladin,,,,
,,Classic,Benedizione: Saggezza,,Quando questo servitore attacca l'avversario pesca una carta.,,,,,,,Enchantment,EX1_363e2,Paladin,,,,
,,Classic,Benedizione: Saggezza,,Quando questo servitore attacca il giocatore che lo ha benedetto pesca una carta.,,,,,,,Enchantment,EX1_363e,Paladin,,,,
,True,Classic,Bengala,Neutral,Tutti i servitori perdono <b>Furtività</b>. Distrugge tutti i <b>Segreti</b> nemici. Pesca una carta.,Tyler Walpole,Rare,,2,,Perfetto per rivelare nemici invisibili e per una serata con fuochi d'artificio.,Spell,EX1_544,Hunter,,,,
,,Classic,Berserk,,Attacco aumentato.,,,,,,,Enchantment,EX1_604o,Warrior,,,,
Enrage,True,Classic,Berserker Amani,Neutral,<b>Rabbia:</b> +3 Attacco.,Chippy,Common,2,2,3,Se un Berserker Amani chiede "Parli con me cumpà?" la risposta giusta è "No cumpà!".,Minion,EX1_393,,,,,
,True,Classic,Berserker Rabbioso,Neutral,Ottiene +1 Attacco quando un servitore subisce danni.,Simon Bisley,Rare,2,3,4,Un tempo faceva il contabile prima di lasciarsi tentare dalle esperienze forti.,Minion,EX1_604,Warrior,,,,
,,Classic,Blarghghl,,Attacco aumentato.,,,,,,,Enchantment,EX1_509e,,,,,
Secret,True,Classic,Blocco di Ghiaccio,Neutral,<b>Segreto:</b> quando il tuo eroe subisce danni fatali li previene e diventa <b>Immune</b> per quel turno.,Carl Frank,Epic,,3,,Ottimo durante le estati più torride!,Spell,EX1_295,Mage,,,,
OneTurnEffect,,Classic,Blocco di Ghiaccio,,Il tuo eroe è <b>Immune</b> per questo turno.,,,,,,,Enchantment,EX1_295o,Mage,,,,
,True,Classic,Boccalarga,,Alla fine del tuo turno evoca uno Gnoll 2/2 con <b>Provocazione</b>.,Laurel D. Austin,Legendary,4,6,4,Boccalarga è potentissimo. Se lo uccidi è solo perché lui <i>te lo ha permesso</i>.,Minion,NEW1_040,,True,,,
Battlecry,True,Classic,Bombarolo Pazzo,Alliance,<b>Grido di Battaglia:</b> infligge 3 danni suddivisi casualmente tra TUTTI gli altri personaggi.,Mike Sass,Common,3,2,2,Non è così pazzo come sembra solo non è così attento con gli esplosivi come dovrebbe.,Minion,EX1_082,,,,,
,,Classic,Brandicenere,,,,Legendary,5,5,,,Weapon,EX1_383t,Paladin,,,,3
Aura,True,Classic,Bucaniere Acquanera,,Gli altri tuoi Pirati hanno +1/+1.,Ken Steacy,Epic,3,3,3,Quando avrà accumulato abbastanza bottino ha intenzione di commissionare un enorme cappello da capitano. Ha la mania dei cappelli.,Minion,NEW1_027,,,Pirate,,
Battlecry,True,Classic,Cabalista dell'Ombra,Neutral,<b>Grido di Battaglia:</b> prendi il controllo di un servitore nemico con Attacco pari a 2 o inferiore.,Chippy,Epic,4,6,5,Nessuno sa chi stia segretamente lavorando per questa tizia...,Minion,EX1_091,Priest,,,,
,,Classic,Cacciatore di Tesori,,Attacco aumentato.,,,,,,,Enchantment,NEW1_018e,,,,,
Deathrattle,True,Classic,Cairne,Alliance,<b>Rantolo di Morte:</b> evoca Baine 4/5.,Wayne Reynolds,Legendary,4,6,5,Cairne è stato ucciso da Garrosh quindi... non metterlo nel mazzo del Guerriero. Sarebbe da insensibili.,Minion,EX1_110,,True,,,
,,Classic,Campione Benedetto,,Attacco raddoppiato.,,,,,,,Enchantment,EX1_355e,Paladin,,,,
,True,Classic,Campione Benedetto,,Raddoppia l'Attacco di un servitore.,Tyler Walpole,Rare,,5,,Questa carta raddoppia i problemi E il divertimento.,Spell,EX1_355,Paladin,,,,
Divine Shield|Taunt,True,Classic,Campionessa del Sole,Alliance,<b>Provocazione</b>. <b>Scudo Divino</b>.,Andrea Uderzo,Rare,4,6,5,D'estate le Campionesse del Sole non hanno paura di scottarsi. Al massimo usano Scudo Divino.,Minion,EX1_032,,,,,
,,Classic,Cannibalismo,,Attacco aumentato.,,,,,,,Enchantment,tt_004o,,,,,
Battlecry,True,Classic,Capitano Pelleverde,,<b>Grido di Battaglia:</b> +1/+1 alla tua arma.,Dan Scott,Legendary,5,5,4,Ancora <i>pochissimo</i> e avrebbe pilotato un'enorme nave da guerra nel Porto di Roccavento. Se solo quella peste non avesse schiacciato il tasto dell'autodistruzione...,Minion,NEW1_024,,True,Pirate,,
Combo,True,Classic,Capo dei Defias,Neutral,<b>Combo:</b> evoca un Bandito dei Defias 2/1.,Dany Orizio,Common,2,2,2,Un buon capobanda ha <i>sempre</i> qualche bandito pronto a combattere al suo posto.,Minion,EX1_131,Rogue,,,,
,,Classic,Capobranco,,+1/+1.,,,,,,,Enchantment,EX1_160be,Druid,,,,
,,Classic,Capobranco,Neutral,+1/+1 a tutti i tuoi servitori.,,,,,,,Spell,EX1_160b,Druid,,,,
Battlecry,True,Classic,Cavaliere del Sangue,Neutral,<b>Grido di Battaglia:</b> TUTTI i servitori perdono <b>Scudo Divino</b>. Ottiene +3/+3 per ogni Scudo Divino dissolto.,Trent Kaniuga,Epic,3,3,3,I Cavalieri del Sangue traggono il loro potere sacro dal Pozzo Solare nel quale NON dovresti mai fare il bagno.,Minion,EX1_590,,,,,
Battlecry,True,Classic,Cavaliere Mano d'Argento,Alliance,<b>Grido di Battaglia:</b> evoca uno Scudiero 2/2.,Matt Starbuck,Common,4,5,4,È sempre bello esser cavalieri. Molto meno esser gli scudieri.,Minion,CS2_151,,,,,
Battlecry,True,Classic,Cavaliere Nero,,<b>Grido di Battaglia:</b> distrugge un servitore nemico con <b>Provocazione</b>.,Alex Horley Orlandelli,Legendary,4,6,5,Era stato mandato dal Re dei Lich per interrompere il Torneo d'Argento. Possiamo tranquillamente dire che ha fallito miseramente.,Minion,EX1_002,,True,,,
,True,Classic,Cenarius,Neutral,<b>Scegli:</b> +2/+2 a tutti gli altri tuoi servitori <b>o</b> evoca due Treant 2/2 con <b>Provocazione</b>.,Alex Horley Orlandelli,Legendary,5,9,8,Sì è un semidio. No non ha bisogno di indossare una maglietta.,Minion,EX1_573,Druid,True,,,
,True,Classic,Circolo di Guarigione,,Rigenera #4 Salute a TUTTI i servitori.,Daarken,Common,,0,,Non è esattamente un circolo.,Spell,EX1_621,Priest,,,,
Poisonous,True,Classic,Cobra Imperatore,Neutral,Distrugge qualsiasi servitore danneggiato da questo servitore.,Lars Grant-West,Rare,2,3,3,Il Bacino di Sholazar ospita alcune delle creature più letali. Se hai intenzione di visitarlo usa un insetticida... e un'armatura a piastre.,Minion,EX1_170,,,Beast,,
Combo,True,Classic,Colpo alla Testa,Neutral,Infligge $2 danni all'eroe nemico. <b>Combo:</b> torna nella tua mano alla fine del turno.,James Zhang,Rare,,3,,Quando gli altri rimedi falliscono nulla funziona meglio di una sonora mazzata in testa.,Spell,EX1_137,Rogue,,,,
Secret,True,Classic,Colpo da Cecchino,Neutral,<b>Segreto:</b> quando l'avversario gioca un servitore questo subisce $4 danni.,Lorenzo Minaca,Common,,2,,Un buon cecchino deve avere un'ottima mira. Un po' come la sfiga.,Spell,EX1_609,Hunter,,,,
AffectedBySpellPower,True,Classic,Colpo di Scudo,Neutral,Infligge 1 danno a un servitore per ogni punto Armatura del tuo eroe.,Raymond Swanland,Epic,,1,,"Qual è l'arma migliore? Quella tagliente che il nemico si aspetta o quella contundente che egli ignora?" - L'Arte del Guerriero capitolo 9,Spell,EX1_410,Warrior,,,,
Battlecry,True,Classic,Comandante Crudele,Neutral,<b>Grido di Battaglia:</b> infligge 1 danno a un altro servitore ma gli fornisce +2 Attacco.,Phroilan Gardner,Common,2,2,2,"Ho bisogno che tu venga al lavoro questa domenica." - Comandante Crudele,Minion,EX1_603,Warrior,,,,
,,Classic,Comando Oscuro,,Cambio di schieramento per questo turno.,,,,,,,Enchantment,EX1_334e,Priest,,,,
Aura,True,Classic,Condottiero Murloc,Neutral,TUTTI gli altri Murloc hanno +2/+1.,Tim McBurnie,Epic,3,3,3,Ma i Murloc non si stancano mai di ripetere sempre lo stesso verso? NO. Mrglglrglglglglglglgl!,Minion,EX1_507,,,Murloc,,
Freeze,True,Classic,Cono di Freddo,Neutral,Infligge $1 |4(dannodanni) a un servitore e a quelli adiacenti e li <b>Congela</b>.,Leo Che,Common,,4,,I Maghi del Kirin Tor capaci di lanciare questo incantesimo sono molto ricercati sulle spiagge di Azeroth.,Spell,EX1_275,Mage,,,,
,,Classic,Consumo,,Statistiche aumentate.,,,,,,,Enchantment,EX1_304e,Warlock,,,,
Secret,True,Classic,Controincantesimo,Neutral,<b>Segreto:</b> quando l'avversario usa una Magia questa subisce <b>Contrasto</b>.,Jason Chan,Rare,,3,,Qual è la differenza tra un Mago con Controincantesimo e un Mago senza? Il Mago senza si becca una Pirosfera sui denti.,Spell,EX1_287,Mage,,,,
Summoned,,Classic,Controllo Mentale,Neutral,,,Common,,,,,Enchantment,EX1_tk31,Priest,,,,
,True,Classic,Contusione,Neutral,Infligge $2 danni a un servitore. Se sopravvive pesca una carta.,E.M. Gist,Common,,2,,"Dun da dun dun da dun": se senti un Ogre cantarlo ormai è troppo tardi.,Spell,EX1_391,Warrior,,,,
,True,Classic,Copertura,Neutral,Fornisce <b>Furtività</b> ai tuoi servitori fino al tuo turno successivo.,Steve Hui,Common,,1,,I Ladri nascondono tutto tranne le loro emozioni. Non puoi farli smettere di parlare dei loro sentimenti.,Spell,EX1_128,Rogue,,,,
Taunt,True,Classic,Corsaro del Terrore,,<b>Provocazione</b>. Costa (1) Mana in meno per ogni punto Attacco della tua arma.,Trent Kaniuga,Common,3,4,3,"Yarrrr" è una parola piratesca che significa: "Buongiorno ser".,Minion,NEW1_022,,,Pirate,,
Battlecry,True,Classic,Corsaro Velerosse,,<b>Grido di Battaglia:</b> rimuove 1 Integrità dall'arma dell'avversario.,Randy Gallegos,Rare,1,1,2,Ogni pirata usa le stesse 4 cifre per accedere al Distributore Automatico di Oro. Si chiama "Codice dei Pirati".,Minion,NEW1_025,,,Pirate,,
,,Classic,Crescita,,Gruul sta crescendo...,,,,,,,Enchantment,NEW1_038o,,,,,
Divine Shield,True,Classic,Crociata Scarlatta,Alliance,<b>Scudo Divino</b>,Gonzalo Ordonez,Common,3,3,1,Non lavare mai i tuoi capi chiari insieme a quelli di una Crociata Scarlatta.,Minion,EX1_020,,,,,
,True,Classic,Custode dei Segreti,Alliance,Ottiene +1/+1 quando viene giocato un <b>Segreto</b>.,Gonzalo Ordonez,Rare,1,1,2,Ha promesso di non dire a nessuno ciò che hai fatto la scorsa notte con una certa persona.,Minion,EX1_080,,,,,
,True,Classic,Custode del Bosco,Neutral,<b>Scegli:</b> infligge 2 danni <b>o</b> <b>Silenzia</b> un servitore.,Gabor Szikszai,Rare,2,4,4,Quando compaiono queste creature iniziano subito a custodire boschetti senza nemmeno chiedere il permesso.,Minion,EX1_166,Druid,,,,
,True,Classic,Custode della Luce,,Ottiene +2 Attacco quando un personaggio viene curato.,Erik Ko,Rare,1,1,2,Costa meno delle sue sorelle Custode del Gas e Custode dell'Affitto.,Minion,EX1_001,,,,,
Taunt,True,Classic,Custode Mogu'shan,Neutral,<b>Provocazione</b>,Cole Eastburn,Common,1,4,7,Sempre a parlare del Re del Tuono... CHE NOIAAAAAAA!,Minion,EX1_396,,,,,
,True,Classic,Dardo Fulminante,Neutral,Infligge $3 danni. <b>Sovraccarico:</b> (1),Daarken,Common,,1,,Sparane 10 e hai vinto! Peccato tu possa averne solo 2 nel mazzo...,Spell,EX1_238,Shaman,,,,
,True,Classic,Demolitore,Neutral,All'inizio del tuo turno infligge 2 danni a un nemico casuale.,Raymond Swanland,Rare,1,3,4,Costruire macchine d'assedio non è più utile come una volta. Specialmente ora che tutti hanno una cavalcatura volante.,Minion,EX1_102,,,Mech,,
Battlecry|Charge,True,Classic,Demone Guardiano,Neutral,<b>Carica</b>. <b>Grido di Battaglia:</b> scarta due carte casuali.,Lucas Graciano,Rare,5,5,7,Evocare un Demone Guardiano è pericoloso. <i>Qualcuno</i> di sicuro morirà.,Minion,EX1_310,Warlock,,Demon,,
Secret,True,Classic,Depistaggio,Neutral,<b>Segreto:</b> quando un personaggio attacca il tuo eroe attacca invece un altro personaggio casuale.,Daren Bader,Rare,,2,,A volte basta mettersi un paio di baffi finti e indicare qualcun altro.,Spell,EX1_533,Hunter,,,,
Windfury,True,Classic,Diavolo di Sabbia,Neutral,<b>Furia del Vento</b>. <b>Sovraccarico:</b> (2),Raymond Swanland,Common,3,1,1,Le Marche Occidentali sono piene di Diavoli di Sabbia. E di Condor. E di Golem Impazziti. E di pirati. Perché uno dovrebbe vivere lì?,Minion,EX1_243,Shaman,,,,
,,Classic,Difensore,Neutral,,,Common,2,1,1,,Minion,EX1_130a,Paladin,,,,
Battlecry,True,Classic,Difensore di Argus,Alliance,<b>Grido di Battaglia:</b> +1/+1 e <b>Provocazione</b> ai servitori adiacenti.,Alex Horley Orlandelli,Rare,2,4,3,Non penseresti mai che Argus abbia bisogno di tutta questa difesa. Eppure è così.,Minion,EX1_093,,,,,
Silence,,Classic,Dissoluzione,Neutral,<b>Silenzia</b> un servitore.,,,,,,,Spell,EX1_166b,Druid,,,,
Silence,True,Classic,Dissoluzione di Massa,,<b>Silenzia</b> tutti i servitori nemici. Pesca una carta.,Sean O'Daniels,Rare,,4,,Dissolve benefici poteri speranze e sogni.,Spell,EX1_626,Priest,,,,
,True,Classic,Distorsione Fatua,Neutral,Distrugge TUTTI i servitori.,Dave Allsop,Epic,,8,,La Distorsione Fatua è un luogo senza forma pervaso da magia illusioni e servitori annientati.,Spell,EX1_312,Warlock,,,,
Battlecry,True,Classic,Draco del Crepuscolo,Neutral,<b>Grido di Battaglia:</b> ottiene +1 Salute per ogni carta che hai in mano.,Jaemin Kim,Rare,4,4,1,I Drachi del Crepuscolo si nutrono di energia mistica... e mozzarella.,Minion,EX1_043,,,Dragon,,
,,Classic,Draco di Smeraldo,,,,,7,4,6,,Minion,DREAM_03,Dream,,Dragon,,
Battlecry|Spellpower,True,Classic,Draco di Zaffiro,Neutral,<b>+1 Danni Magici</b>. <b>Grido di Battaglia:</b> pesca una carta.,Ben Zhang,Rare,4,5,4,Inizialmente dovevano essere Drachi di Berillo o di Cobalto ma questi nomi erano troppo pretenziosi.,Minion,EX1_284,,,Dragon,,
,,Classic,Draghetto,,,,,1,1,1,,Minion,EX1_116t,,,Dragon,,
,,Classic,Draghetto,Neutral,,,,1,1,1,,Minion,ds1_whelptoken,,,Dragon,,
,True,Classic,Drago Fatato,,Non può essere il bersaglio di Magie o Poteri Eroe.,Samwise,Common,3,2,2,Adorabile. Immune alla magia. Non fa i bisogni sul tappeto. Il perfetto animale domestico.,Minion,NEW1_023,,,Dragon,,
Windfury,True,Classic,Dragofalco Giovane,Horde,<b>Furia del Vento</b>,Greg Hildebrandt,Common,1,1,1,Non è drago non è falco... sa soltanto quello che non è!,Minion,CS2_169,,,Beast,,
,True,Classic,Dragone di Mana,,Ottiene +1 Attacco quando lanci una Magia.,Blizzard Cinematics,Common,1,1,3,Questi draghi si cibano di energie arcane e benché spesso vengano considerati una scocciatura più che un vero pericolo non dovresti lasciarli soli con del Mana.,Minion,NEW1_012,Mage,,,,
,True,Classic,Druido dell'Unghia,Neutral,<b>Scegli:</b> ottiene <b>Carica</b> <b>o</b> +2 Salute e <b>Provocazione</b>.,Luca Zontini,Common,4,5,4,Forma Felina o Forma d'Orso? Difficile scegliere!,Minion,EX1_165,Druid,,,,
Taunt,,Classic,Druido dell'Unghia,,<b>Provocazione</b>,,Common,4,5,6,,Minion,EX1_165t2,Druid,,Beast,,
Charge,,Classic,Druido dell'Unghia,,<b>Carica</b>,,Common,4,5,4,,Minion,EX1_165t1,Druid,,Beast,,
Combo,True,Classic,Edwin VanCleef,Neutral,<b>Combo:</b> ottiene +2/+2 per ogni carta giocata precedentemente in questo turno.,Efrem Palacios,Legendary,2,3,2,Ha guidato i tagliapietre nella ricostruzione di Roccavento e quando i nobili si sono rifiutati di pagare ha fondato la Fratellanza dei Defias per... be'... <i>decostruire</i> la capitale.,Minion,EX1_613,Rogue,True,,,
,,Classic,Eguaglianza,,Salute pari a 1.,,,,,,,Enchantment,EX1_619e,Paladin,,,,
,True,Classic,Eguaglianza,Neutral,La Salute di TUTTI i servitori diventa pari a 1.,Michal Ivan,Rare,,2,,Siamo tutti fiocchi di neve unici e speciali... con 1 punto Salute.,Spell,EX1_619,Paladin,,,,
Battlecry|Freeze,True,Classic,Elementale del Gelo,Neutral,<b>Grido di Battaglia:</b> <b>Congela</b> un altro personaggio.,Dan Scott,Common,5,6,5,Quando un Elementale del Ghiaccio e un Elementale dell'Acqua si amano...,Minion,EX1_283,,,,,
Taunt,True,Classic,Elementale della Terra,Neutral,<b>Provocazione</b>. <b>Sovraccarico:</b> (3),Dan Scott,Epic,7,5,8,Nulla batte il sasso.,Minion,EX1_250,Shaman,,,,
,True,Classic,Elementale Indomito,Neutral,Ottiene +1/+1 quando giochi una carta con <b>Sovraccarico</b>.,Matt Gaser,Common,2,3,4,Diversamente da quelli vincolati gli Elementali Indomiti non si fanno mettere in castigo da nessuno.,Minion,EX1_258,Shaman,,,,
Secret,True,Classic,Entità Speculare,Neutral,<b>Segreto:</b> quando l'avversario gioca un servitore ne evoca una copia sotto il tuo controllo.,Raven Mimura,Common,,3,,"Vai avanti tu." - Krush'gor il Possente al suo famiglio cinghiale,Spell,EX1_294,Mage,,,,
,False,Classic,Equipaggiato,,Attacco aumentato.,,,,,,,Enchantment,NEW1_037e,,,,,
,,Classic,Esperimenti!,,Attacco e Salute scambiati dall'Alchimista Folle.,,,,,,,Enchantment,EX1_059e,,,,,
Battlecry,True,Classic,Esperto di Caccia,,<b>Grido di Battaglia:</b> distrugge un servitore con Attacco pari a 7 o superiore.,Chris Seaman,Epic,4,3,2,Semplici gigantosauri non sono più stimolanti. Prova a cacciare Onyxia armato solo di un coltellino senza filo.,Minion,EX1_005,,,,,
OneTurnEffect,,Classic,Euforica,,Attacco aumentato.,,,,,,,Enchantment,EX1_055o,,,,,
Aura,True,Classic,Evocatrice Minuta,Alliance,Il primo servitore che giochi ogni turno costa (1) Mana in meno.,Ron Spears,Rare,2,2,2,È abbastanza gelosa dell'Evocatrice Mastodontica.,Minion,EX1_076,,,,,
,,Classic,Evocazione: Pantera,Neutral,Evoca una Pantera 3/2.,,,,,,,Spell,EX1_160a,Druid,,,,
Enrage,True,Classic,Fabbro Astioso,Horde,<b>Rabbia:</b> la tua arma ha +2 Attacco.,Justin Sweet,Common,4,5,6,Ti forgerà una spada ma ti serviranno 5 Lingotti d'Acciaio 3 Granuli di Terra e lo scalpo del suo ultimo cliente.,Minion,CS2_221,,,,,
Battlecry,True,Classic,Fabbro d'Arathi,Neutral,<b>Grido di Battaglia:</b> equipaggia un'arma 2/2.,Samwise,Common,3,4,3,Sconto del 50% sui Tirapugni solo per un periodo limitato!,Minion,EX1_398,Warrior,,,,
